shadow_S,shadow_gap
31751.0,661.0
32836.0,526.0
32389.0,299.0
31847.0,-1313.0
35727.0,2047.0
33050.0,660.0
33414.0,2044.0
32441.0,1111.0
33041.0,1071.0
31416.0,-1824.0
30427.0,-4193.0
36476.0,416.0
37524.0,-36.0
40174.0,1104.0
41448.0,1388.0
41640.0,320.0
42296.0,686.0
40030.0,-380.0
42225.0,145.0
44160.0,1940.0
30641.0,791.0
30733.0,213.0
30871.0,511.0
30985.0,-345.0
33569.0,1599.0
32783.0,-457.0
29777.0,-4843.0
34760.0,-1300.0
36431.0,-1129.0
38862.0,-208.0
40004.0,-56.0
44987.0,3667.0
42124.0,514.0
41139.0,729.0
41607.0,-613.0
28606.0,-474.0
30900.0,980.0
30211.0,321.0
31403.0,313.0
30072.0,152.0
30287.0,397.0
26828.0,838.0
27542.0,2282.0
28686.0,-394.0
29698.0,-272.0
30850.0,30.0
31467.0,-23.0
31453.0,163.0
31233.0,-177.0
31283.0,193.0
31236.0,1036.0
29875.0,545.0
30109.0,189.0
31364.0,584.0
30280.0,390.0
29902.0,102.0
29960.0,-360.0
30315.0,-935.0
32733.0,523.0
31773.0,463.0
31831.0,221.0
32362.0,262.0
33480.0,400.0
33165.0,785.0
32845.0,945.0
33183.0,2063.0
34356.0,4116.0
30788.0,1428.0
29408.0,878.0
29644.0,1284.0
29764.0,2224.0
27682.0,942.0
27023.0,1033.0
27592.0,2332.0
25396.0,866.0
25684.0,434.0
26862.0,1112.0
26666.0,1336.0
25960.0,1230.0
25754.0,884.0
25872.0,1082.0
24304.0,234.0
25996.0,1186.0
26691.0,1631.0
28600.0,-480.0
29447.0,-523.0
30839.0,19.0
31283.0,-207.0
31106.0,-184.0
31339.0,-71.0
31219.0,129.0
31113.0,913.0
29551.0,221.0
29984.0,64.0
31173.0,393.0
30457.0,567.0
30130.0,330.0
30001.0,-319.0
29839.0,-1411.0
32806.0,596.0
31613.0,303.0
31400.0,-210.0
32448.0,348.0
33567.0,487.0
33157.0,777.0
33156.0,1256.0
33195.0,2075.0
33727.0,3487.0
30817.0,1457.0
29455.0,925.0
28954.0,854.0
29754.0,1394.0
29917.0,2377.0
27668.0,928.0
26985.0,995.0
27559.0,2299.0
25534.0,1004.0
25976.0,726.0
26719.0,969.0
26704.0,1374.0
25726.0,996.0
25578.0,708.0
25789.0,999.0
24200.0,130.0
25923.0,1113.0
26657.0,1597.0
26978.0,2638.0
25382.0,1742.0
24999.0,1119.0
25819.0,1319.0
28648.0,-432.0
29688.0,-282.0
30852.0,32.0
31239.0,-251.0
30957.0,-333.0
31510.0,100.0
31298.0,208.0
31203.0,1003.0
29717.0,387.0
29989.0,69.0
31196.0,416.0
30188.0,298.0
30434.0,634.0
30228.0,-92.0
29919.0,-1331.0
32749.0,539.0
31604.0,294.0
31593.0,-17.0
32505.0,405.0
33620.0,540.0
33384.0,1004.0
33224.0,1324.0
32914.0,1794.0
33597.0,3357.0
30799.0,1439.0
29584.0,1054.0
28773.0,673.0
29777.0,1417.0
29978.0,2438.0
27470.0,730.0
26933.0,943.0
27594.0,2334.0
25560.0,1030.0
25911.0,661.0
26589.0,839.0
26610.0,1280.0
25542.0,812.0
25537.0,667.0
25544.0,754.0
24012.0,-58.0
25817.0,1007.0
26948.0,1888.0
25297.0,1657.0
25165.0,1285.0
26304.0,1804.0
26420.0,1680.0
27258.0,1758.0
27829.0,859.0
28675.0,-405.0
29621.0,-349.0
30747.0,-73.0
31233.0,-257.0
30971.0,-319.0
31471.0,61.0
31362.0,272.0
31264.0,1064.0
29795.0,465.0
30114.0,194.0
31226.0,446.0
30402.0,512.0
30455.0,655.0
30442.0,122.0
30066.0,-1184.0
32657.0,447.0
31435.0,125.0
31516.0,-94.0
32358.0,258.0
33577.0,497.0
33578.0,1198.0
33464.0,1564.0
33193.0,2073.0
33888.0,3648.0
30941.0,1581.0
29767.0,1237.0
29033.0,933.0
29931.0,1571.0
30026.0,2486.0
27547.0,807.0
27103.0,1113.0
27738.0,2478.0
25493.0,963.0
25849.0,599.0
26597.0,847.0
26571.0,1241.0
25688.0,958.0
25398.0,528.0
25445.0,655.0
23992.0,-78.0
25765.0,955.0
26991.0,1931.0
27507.0,3167.0
26682.0,3042.0
25372.0,1492.0
26215.0,1715.0
26523.0,1783.0
27229.0,1729.0
27991.0,1931.0
29600.0,1800.0
27952.0,2922.0
28725.0,-355.0
29766.0,-204.0
30815.0,-5.0
31243.0,-247.0
31083.0,-207.0
31514.0,104.0
31276.0,186.0
31195.0,995.0
29698.0,368.0
30168.0,248.0
31221.0,441.0
30517.0,627.0
30589.0,789.0
30404.0,84.0
30005.0,-1245.0
32821.0,611.0
31364.0,54.0
31494.0,-116.0
32714.0,614.0
33711.0,631.0
33685.0,1305.0
33523.0,1623.0
33203.0,2083.0
33529.0,3289.0
31105.0,1745.0
30205.0,1675.0
29544.0,1444.0
29997.0,1637.0
30045.0,2505.0
27471.0,731.0
27031.0,1041.0
27526.0,2266.0
25258.0,728.0
25697.0,447.0
26488.0,738.0
26610.0,1280.0
25574.0,844.0
25459.0,589.0
25611.0,821.0
24031.0,-39.0
25791.0,981.0
27045.0,1985.0
27699.0,3359.0
26362.0,2722.0
25725.0,1845.0
26566.0,2066.0
26774.0,2034.0
27804.0,2304.0
29033.0,2563.0
28677.0,1707.0
30246.0,2446.0
29261.0,2441.0
28658.0,2268.0
27959.0,2319.0
27441.0,2541.0
27429.0,2539.0
27278.0,2328.0
27320.0,2520.0
27068.0,2448.0
27505.0,2125.0
28896.0,2736.0
28939.0,3069.0
28630.0,3600.0
28970.0,-110.0
29864.0,-106.0
30776.0,-44.0
31172.0,-318.0
30903.0,-387.0
31421.0,11.0
31224.0,134.0
31111.0,911.0
29717.0,387.0
30227.0,307.0
31180.0,400.0
30554.0,664.0
30570.0,770.0
30606.0,286.0
30184.0,-1066.0
33005.0,795.0
32057.0,747.0
32105.0,495.0
32634.0,534.0
33723.0,643.0
33559.0,1179.0
33396.0,1496.0
33143.0,2023.0
33664.0,3424.0
31121.0,1761.0
29884.0,1354.0
29436.0,1336.0
29873.0,1513.0
30205.0,2665.0
27551.0,811.0
27068.0,1078.0
27574.0,2314.0
26399.0,649.0
29020.0,-60.0
29890.0,-80.0
30993.0,173.0
31441.0,-49.0
31081.0,-209.0
31592.0,182.0
31470.0,380.0
31144.0,944.0
29905.0,575.0
30410.0,490.0
31319.0,539.0
30770.0,880.0
30904.0,1104.0
31906.0,1586.0
31575.0,325.0
35056.0,2846.0
33520.0,2210.0
32955.0,1345.0
32947.0,847.0
34011.0,931.0
33813.0,1433.0
33630.0,1730.0
33433.0,2313.0
30129.0,769.0
30431.0,2071.0
27593.0,853.0
27620.0,1630.0
31856.0,6596.0
30802.0,1722.0
30462.0,492.0
31007.0,187.0
31866.0,776.0
31879.0,1679.0
30972.0,192.0
29631.0,-259.0
30542.0,742.0
31895.0,-205.0
31013.0,-397.0
31374.0,284.0
32033.0,1833.0
30061.0,-719.0
29574.0,-316.0
29591.0,-209.0
32838.0,738.0
30689.0,-131.0
32420.0,1110.0
33418.0,1038.0
21006.0,-3684.0
21030.0,-3660.0
22322.0,-3128.0
25920.0,-170.0
26621.0,201.0
26154.0,-116.0
27342.0,272.0
27791.0,81.0
31969.0,2049.0
31281.0,31.0
21444.0,-3246.0
23841.0,-1609.0
26251.0,21.0
26163.0,73.0
26478.0,58.0
26153.0,-117.0
27427.0,357.0
28051.0,211.0
27792.0,82.0
28693.0,163.0
28898.0,8.0
28760.0,360.0
28165.0,-95.0
29225.0,235.0
29280.0,200.0
30712.0,742.0
31461.0,641.0
32126.0,636.0
31857.0,567.0
32362.0,952.0
32330.0,1240.0
32247.0,2047.0
30511.0,1181.0
30991.0,1071.0
32481.0,1701.0
31621.0,1731.0
31032.0,1232.0
31477.0,227.0
33515.0,1305.0
32585.0,1275.0
32856.0,1246.0
33484.0,1384.0
34445.0,1365.0
34317.0,1937.0
33967.0,2067.0
34045.0,2925.0
35821.0,5581.0
31914.0,2554.0
30070.0,1540.0
29384.0,1284.0
30617.0,2257.0
30985.0,3445.0
28188.0,1448.0
27530.0,1540.0
26695.0,2165.0
21130.0,-3560.0
23387.0,-2063.0
26207.0,-23.0
26234.0,144.0
26341.0,-79.0
26182.0,-88.0
27374.0,304.0
28021.0,181.0
27713.0,3.0
28661.0,131.0
28912.0,282.0
29234.0,344.0
28374.0,-26.0
27947.0,-313.0
29278.0,288.0
29336.0,256.0
29790.0,-180.0
31575.0,755.0
32051.0,561.0
31873.0,583.0
32416.0,1006.0
32318.0,1228.0
32425.0,2225.0
30595.0,1265.0
31135.0,1215.0
32535.0,1755.0
31705.0,1815.0
31102.0,1302.0
31483.0,1163.0
31443.0,193.0
33677.0,1467.0
32844.0,1534.0
33081.0,1471.0
33642.0,1542.0
34649.0,1569.0
34467.0,2087.0
34317.0,2417.0
34285.0,3165.0
36014.0,5774.0
31928.0,2568.0
30035.0,1505.0
29681.0,1581.0
30927.0,2567.0
31337.0,3797.0
28307.0,1567.0
27929.0,1939.0
28687.0,3427.0
26811.0,2281.0
26539.0,1289.0
27667.0,1917.0
26956.0,1626.0
27208.0,2478.0
25380.0,510.0
27888.0,3078.0
21445.0,-3245.0
23076.0,-2374.0
26171.0,-59.0
26256.0,166.0
26266.0,-154.0
26107.0,-163.0
27410.0,340.0
28031.0,191.0
27742.0,32.0
28878.0,348.0
28891.0,261.0
29052.0,162.0
28575.0,175.0
28149.0,-111.0
29141.0,151.0
29731.0,651.0
30408.0,438.0
31564.0,744.0
32076.0,586.0
31926.0,636.0
32389.0,979.0
32331.0,1241.0
32397.0,2197.0
30694.0,1364.0
31198.0,1278.0
32754.0,1974.0
31739.0,1849.0
31439.0,1639.0
31702.0,1382.0
31623.0,373.0
33827.0,1617.0
33031.0,1721.0
33247.0,1637.0
34028.0,1928.0
34929.0,1849.0
34886.0,2506.0
34740.0,2840.0
34602.0,3482.0
36150.0,5910.0
31926.0,2566.0
30056.0,1526.0
29557.0,1457.0
31273.0,2913.0
31341.0,3801.0
21514.0,-3176.0
23134.0,-2316.0
26132.0,-98.0
26163.0,73.0
26339.0,-81.0
25996.0,-274.0
27296.0,226.0
28059.0,219.0
27834.0,124.0
29014.0,484.0
29150.0,520.0
29642.0,752.0
29132.0,732.0
28510.0,250.0
29620.0,630.0
29944.0,864.0
30564.0,594.0
31511.0,691.0
32024.0,534.0
31865.0,575.0
32256.0,846.0
32179.0,1089.0
32322.0,2122.0
30701.0,1371.0
31202.0,1282.0
32690.0,1910.0
32041.0,2151.0
31541.0,1741.0
31805.0,1485.0
31314.0,64.0
33693.0,1483.0
32993.0,1683.0
33378.0,1768.0
34055.0,1955.0
34889.0,1809.0
34653.0,2273.0
34648.0,2748.0
34802.0,3682.0
36108.0,5868.0
32145.0,2785.0
21260.0,-3430.0
22721.0,-2729.0
26347.0,117.0
26248.0,158.0
26545.0,125.0
26135.0,-135.0
27468.0,398.0
27993.0,153.0
27881.0,171.0
28996.0,466.0
29693.0,1063.0
30207.0,1317.0
29148.0,748.0
28501.0,241.0
29813.0,823.0
30320.0,1240.0
30501.0,531.0
31519.0,699.0
31960.0,470.0
31738.0,448.0
32236.0,826.0
32194.0,1104.0
32284.0,2084.0
30635.0,1305.0
31486.0,1566.0
32805.0,2025.0
32437.0,2547.0
32329.0,2529.0
31718.0,1398.0
30896.0,-354.0
33589.0,1379.0
32987.0,1677.0
33307.0,1697.0
34035.0,1935.0
35194.0,2114.0
34878.0,2498.0
34940.0,3040.0
34969.0,3849.0
36081.0,5841.0
31897.0,2537.0
34096.0,5566.0
20692.0,-3998.0
23496.0,-1954.0
26569.0,149.0
28552.0,712.0
31005.0,1925.0
32407.0,2437.0
31555.0,735.0
34059.0,2569.0
31422.0,12.0
31553.0,463.0
31508.0,2178.0
33910.0,1700.0
34085.0,1985.0
34731.0,4491.0
22878.0,-1812.0
23730.0,-1720.0
27010.0,590.0
27012.0,742.0
28427.0,587.0
28331.0,71.0
31069.0,-221.0
31326.0,236.0
31611.0,1691.0
32522.0,1742.0
31137.0,-113.0
33997.0,1787.0
32671.0,1361.0
32973.0,1363.0
34148.0,2048.0
35355.0,2275.0
34811.0,2431.0
34617.0,2717.0
34146.0,3026.0
35142.0,4902.0
20274.0,-156.0
19590.0,-270.0
19837.0,-293.0
20051.0,-199.0
20554.0,-396.0
19966.0,-1254.0
21040.0,-920.0
20327.0,-2223.0
22286.0,-954.0
29660.0,1030.0
20292.0,-138.0
19601.0,-259.0
19949.0,-181.0
19967.0,-283.0
20696.0,-254.0
19727.0,-653.0
20043.0,-1177.0
21615.0,-345.0
20427.0,-2123.0
19667.0,-3573.0
28460.0,2040.0
27476.0,406.0
28854.0,454.0
20206.0,-224.0
19610.0,-250.0
19899.0,-231.0
20177.0,-73.0
20729.0,-221.0
19671.0,-709.0
20066.0,-1154.0
21342.0,-618.0
20481.0,-2069.0
20011.0,-3229.0
21382.0,-2568.0
26911.0,491.0
26286.0,16.0
28997.0,1287.0
29977.0,1087.0
29145.0,745.0
31328.0,1408.0
31176.0,1286.0
31371.0,1571.0
20231.0,-199.0
19603.0,-257.0
19874.0,-256.0
20328.0,78.0
20557.0,-393.0
19586.0,-794.0
20058.0,-1162.0
21336.0,-624.0
20504.0,-2046.0
19702.0,-3538.0
22529.0,-2921.0
26616.0,526.0
27263.0,843.0
26355.0,85.0
27955.0,885.0
28680.0,840.0
28344.0,634.0
29351.0,821.0
29485.0,855.0
29988.0,1098.0
29283.0,883.0
29891.0,901.0
30294.0,2194.0
20303.0,-127.0
19695.0,-165.0
20051.0,-79.0
20404.0,154.0
20741.0,-209.0
19902.0,-478.0
19979.0,-1241.0
21249.0,-711.0
20545.0,-2005.0
19809.0,-3431.0
21334.0,-2616.0
21966.0,-2724.0
23117.0,-2333.0
26841.0,611.0
26819.0,729.0
27271.0,851.0
26749.0,479.0
28019.0,949.0
28732.0,892.0
28583.0,873.0
29559.0,929.0
29865.0,975.0
29359.0,959.0
29105.0,845.0
29948.0,958.0
31155.0,1185.0
31951.0,1131.0
32674.0,1584.0
32649.0,1869.0
32074.0,1754.0
31784.0,534.0
33207.0,1597.0
32006.0,2646.0
30547.0,2017.0
30186.0,2086.0
20433.0,3.0
19782.0,-78.0
20045.0,-85.0
20263.0,13.0
20912.0,-38.0
19792.0,-588.0
19903.0,-1317.0
21140.0,-820.0
20212.0,-2338.0
19665.0,-3575.0
20862.0,-3088.0
21606.0,-3084.0
22880.0,-2570.0
26908.0,678.0
26861.0,771.0
27353.0,933.0
27072.0,802.0
28091.0,1021.0
28777.0,937.0
28685.0,975.0
29378.0,848.0
29714.0,1084.0
30012.0,1122.0
29506.0,1106.0
29222.0,962.0
30115.0,1125.0
30194.0,1114.0
30873.0,903.0
32073.0,783.0
32743.0,1653.0
32735.0,2535.0
31129.0,1799.0
32707.0,1927.0
31248.0,1358.0
31665.0,1865.0
33923.0,2023.0
30408.0,1878.0
28982.0,2242.0
27786.0,1796.0
27489.0,2229.0
26586.0,2056.0
26810.0,2000.0
20523.0,93.0
19574.0,-286.0
20200.0,70.0
20421.0,171.0
20961.0,11.0
19768.0,-612.0
19788.0,-1432.0
21537.0,-423.0
19876.0,-2674.0
19452.0,-3788.0
21014.0,-2936.0
20882.0,-3808.0
22485.0,-2965.0
26907.0,677.0
26936.0,846.0
27281.0,861.0
26991.0,721.0
28195.0,1125.0
28847.0,1007.0
28726.0,1016.0
29626.0,1096.0
29700.0,1070.0
30046.0,1156.0
29613.0,1213.0
29183.0,923.0
30267.0,1277.0
30520.0,1440.0
31482.0,1512.0
32264.0,1444.0
32683.0,1193.0
32169.0,879.0
32510.0,2310.0
31186.0,1856.0
31883.0,1963.0
33086.0,2306.0
31905.0,2015.0
31677.0,1877.0
32140.0,1820.0
33940.0,2330.0
34462.0,2362.0
31524.0,2994.0
20297.0,-133.0
19750.0,-110.0
20460.0,330.0
20211.0,-39.0
20909.0,-41.0
19788.0,-592.0
19844.0,-1376.0
21323.0,-637.0
19638.0,-2912.0
19511.0,-3729.0
21032.0,-2918.0
20974.0,-3716.0
21893.0,-3557.0
27149.0,919.0
26994.0,904.0
27190.0,770.0
27103.0,833.0
28302.0,1232.0
28950.0,1110.0
28796.0,1086.0
29676.0,1146.0
29674.0,1044.0
30045.0,1155.0
29583.0,1183.0
29102.0,842.0
30240.0,1250.0
30592.0,1512.0
31459.0,1489.0
32226.0,1406.0
32618.0,1128.0
32611.0,1321.0
32987.0,1577.0
32650.0,1560.0
32532.0,2332.0
31542.0,2212.0
31935.0,2015.0
32942.0,2162.0
32162.0,2272.0
32224.0,2424.0
32677.0,2357.0
32267.0,1017.0
35486.0,3276.0
33810.0,1710.0
36100.0,4200.0
20601.0,171.0
19890.0,30.0
20087.0,-43.0
20121.0,-129.0
20894.0,-56.0
20002.0,-378.0
19900.0,-1320.0
21259.0,-701.0
19754.0,-2796.0
19547.0,-3693.0
21260.0,-2690.0
21345.0,-3345.0
22515.0,-2935.0
26932.0,702.0
26865.0,775.0
27183.0,763.0
26928.0,658.0
28279.0,1209.0
28923.0,1083.0
28649.0,939.0
29518.0,988.0
29556.0,926.0
29931.0,1041.0
29463.0,1063.0
29083.0,823.0
30370.0,1380.0
30764.0,1684.0
31373.0,1403.0
32129.0,1309.0
32724.0,1234.0
32299.0,1009.0
32605.0,1195.0
32652.0,1562.0
32768.0,2568.0
31469.0,2139.0
31948.0,2028.0
32768.0,1988.0
32176.0,2286.0
32221.0,2421.0
32589.0,2269.0
32430.0,1180.0
34981.0,2771.0
34700.0,3390.0
34762.0,3152.0
35818.0,3718.0
34995.0,3095.0
36443.0,6203.0
33436.0,4076.0
19568.0,-292.0
20423.0,173.0
22669.0,1719.0
20510.0,130.0
20474.0,-746.0
21512.0,-448.0
19715.0,-2835.0
19967.0,-3273.0
21153.0,-2797.0
21608.0,-3082.0
23522.0,-1928.0
26729.0,499.0
27228.0,1138.0
27114.0,694.0
26856.0,586.0
28122.0,1052.0
28874.0,1034.0
28493.0,783.0
29294.0,764.0
30010.0,1120.0
29296.0,896.0
28962.0,702.0
30443.0,1453.0
31066.0,1986.0
32808.0,2838.0
32939.0,1649.0
34814.0,3724.0
34053.0,3853.0
32176.0,2256.0
32567.0,2677.0
32121.0,1801.0
34516.0,3266.0
37379.0,5169.0
22909.0,1959.0
21792.0,-168.0
20090.0,-2460.0
21288.0,-1952.0
21957.0,-2733.0
27157.0,887.0
28056.0,986.0
28344.0,504.0
28332.0,622.0
29921.0,1031.0
28980.0,720.0
30400.0,1320.0
32829.0,2509.0
20502.0,72.0
19885.0,25.0
20442.0,312.0
23004.0,2054.0
20239.0,-141.0
21008.0,-212.0
22318.0,358.0
21855.0,-695.0
20192.0,-3048.0
22023.0,-1927.0
23511.0,-1939.0
28088.0,1668.0
27644.0,1374.0
28176.0,1106.0
28202.0,492.0
29780.0,1380.0
29301.0,1041.0
30589.0,1599.0
30389.0,1309.0
30841.0,871.0
31239.0,-251.0
31927.0,637.0
32455.0,1365.0
30849.0,1519.0
32238.0,2348.0
31475.0,1675.0
32585.0,2265.0
32832.0,1582.0
37068.0,4858.0
33236.0,1926.0
33615.0,2005.0
32955.0,855.0
16446.0,-94.0
17100.0,-80.0
17578.0,518.0
16286.0,-194.0
16299.0,-591.0
17286.0,-234.0
17898.0,-172.0
18850.0,430.0
18761.0,311.0
18049.0,289.0
18122.0,292.0
17998.0,138.0
17554.0,114.0
17396.0,136.0
17920.0,80.0
17460.0,-1100.0
18495.0,-835.0
20020.0,-50.0
21471.0,291.0
21283.0,233.0
20865.0,365.0
21259.0,319.0
20944.0,514.0
20252.0,392.0
20492.0,362.0
20677.0,427.0
21115.0,165.0
20538.0,158.0
16456.0,-84.0
16988.0,-192.0
17553.0,493.0
16373.0,-107.0
16339.0,-551.0
17489.0,-31.0
18130.0,60.0
18398.0,-22.0
18513.0,63.0
17868.0,108.0
18089.0,259.0
18136.0,276.0
17536.0,96.0
17438.0,178.0
17848.0,8.0
17443.0,-1117.0
18594.0,-736.0
20195.0,125.0
20829.0,29.0
20259.0,-91.0
21774.0,594.0
21560.0,510.0
20948.0,448.0
21244.0,304.0
21064.0,634.0
20257.0,397.0
20500.0,370.0
20665.0,415.0
21193.0,243.0
20580.0,200.0
20687.0,-533.0
21910.0,-50.0
21065.0,-1485.0
20488.0,-2752.0
21260.0,-2690.0
22199.0,-2491.0
16588.0,48.0
16985.0,-195.0
17731.0,671.0
16191.0,-289.0
16761.0,-129.0
17679.0,159.0
17935.0,-135.0
18526.0,106.0
18792.0,342.0
17871.0,111.0
18102.0,272.0
18439.0,579.0
17706.0,266.0
17530.0,270.0
17919.0,79.0
17455.0,-1105.0
18287.0,-1043.0
19813.0,-257.0
20641.0,-159.0
20114.0,-236.0
21407.0,227.0
21570.0,520.0
20799.0,299.0
21252.0,312.0
21032.0,602.0
20376.0,516.0
20602.0,472.0
20654.0,404.0
21186.0,236.0
20394.0,14.0
20716.0,-504.0
21896.0,-64.0
21273.0,-1277.0
20393.0,-2847.0
21192.0,-2758.0
22199.0,-2491.0
22622.0,-2828.0
16650.0,110.0
17102.0,-78.0
17744.0,684.0
16223.0,-257.0
16851.0,-39.0
17751.0,231.0
18093.0,23.0
18536.0,116.0
18770.0,320.0
18060.0,300.0
17934.0,104.0
18189.0,329.0
17605.0,165.0
17570.0,310.0
17947.0,107.0
17494.0,-1066.0
18697.0,-633.0
19705.0,-365.0
20290.0,-510.0
19967.0,-383.0
21072.0,-108.0
21433.0,383.0
20805.0,305.0
21218.0,278.0
20980.0,550.0
20374.0,514.0
20608.0,478.0
20600.0,350.0
21072.0,122.0
20268.0,-112.0
20481.0,-739.0
21906.0,-54.0
21160.0,-1390.0
20312.0,-2928.0
21112.0,-2838.0
21963.0,-2727.0
22680.0,-2770.0
16681.0,141.0
17246.0,66.0
17878.0,818.0
16365.0,-115.0
16813.0,-77.0
17524.0,4.0
18101.0,31.0
18272.0,-148.0
18564.0,114.0
18026.0,266.0
17777.0,-53.0
18279.0,419.0
17726.0,286.0
17399.0,139.0
17932.0,92.0
17468.0,-1092.0
18745.0,-585.0
19835.0,-235.0
20979.0,179.0
20090.0,-260.0
21234.0,54.0
21512.0,462.0
20943.0,443.0
21264.0,324.0
20993.0,563.0
20341.0,481.0
20525.0,395.0
20543.0,293.0
20970.0,20.0
20194.0,-186.0
20292.0,-928.0
21836.0,-124.0
20931.0,-1619.0
20189.0,-3051.0
20976.0,-2974.0
21927.0,-2763.0
22708.0,-2742.0
27377.0,1147.0
27157.0,1067.0
27191.0,921.0
29795.0,1535.0
30770.0,1780.0
34216.0,3126.0
31361.0,2031.0
32108.0,2308.0
16591.0,51.0
17156.0,-24.0
17855.0,795.0
16464.0,-16.0
16433.0,-457.0
17405.0,-115.0
17969.0,-101.0
18266.0,-154.0
18472.0,22.0
17981.0,221.0
18004.0,174.0
18345.0,485.0
18138.0,698.0
17346.0,86.0
17897.0,57.0
17458.0,-1102.0
18644.0,-686.0
20044.0,-26.0
21034.0,234.0
20431.0,81.0
21225.0,45.0
21608.0,558.0
20933.0,433.0
22247.0,1307.0
21064.0,634.0
20309.0,449.0
20539.0,409.0
20496.0,246.0
21119.0,169.0
20169.0,-211.0
20359.0,-861.0
21636.0,-324.0
20651.0,-1899.0
20103.0,-3137.0
20958.0,-2992.0
21991.0,-2699.0
22593.0,-2857.0
27434.0,1204.0
27584.0,1494.0
16627.0,87.0
17019.0,-161.0
17938.0,878.0
17126.0,646.0
16483.0,-407.0
17304.0,-216.0
18034.0,-36.0
18536.0,116.0
18518.0,68.0
18215.0,455.0
17938.0,108.0
18083.0,223.0
17699.0,259.0
17485.0,225.0
18086.0,246.0
17640.0,-920.0
18960.0,-370.0
20106.0,36.0
20589.0,-211.0
20561.0,211.0
21172.0,-8.0
21422.0,372.0
20955.0,455.0
21247.0,307.0
21143.0,713.0
20314.0,454.0
20499.0,369.0
20714.0,464.0
21104.0,154.0
20237.0,-143.0
20426.0,-794.0
21694.0,-266.0
20501.0,-2049.0
20027.0,-3213.0
20817.0,-3133.0
22224.0,-2466.0
22690.0,-2760.0
27514.0,1284.0
27424.0,1334.0
27612.0,1342.0
31669.0,1349.0
29095.0,995.0
30220.0,1860.0
16669.0,129.0
17148.0,-32.0
17571.0,511.0
16803.0,323.0
16564.0,-326.0
17751.0,231.0
18165.0,95.0
20037.0,1617.0
18728.0,278.0
18031.0,271.0
18330.0,500.0
18574.0,714.0
17657.0,217.0
17530.0,270.0
18158.0,318.0
17630.0,-930.0
18813.0,-517.0
19974.0,-96.0
21060.0,260.0
20644.0,294.0
21989.0,809.0
21854.0,804.0
21174.0,674.0
21719.0,779.0
21274.0,844.0
20321.0,461.0
20455.0,325.0
20674.0,424.0
21149.0,199.0
20290.0,-90.0
20724.0,-496.0
21657.0,-303.0
20784.0,-1766.0
19899.0,-3341.0
20777.0,-3173.0
21970.0,-2720.0
23005.0,-2445.0
27412.0,1182.0
27423.0,1333.0
28167.0,1747.0
28028.0,1758.0
29230.0,2160.0
29598.0,1758.0
29846.0,2136.0
30447.0,1817.0
32189.0,3299.0
31968.0,3568.0
30273.0,2013.0
30923.0,1933.0
32418.0,3338.0
32667.0,2697.0
33924.0,2514.0
33250.0,3360.0
33424.0,3624.0
36823.0,4923.0
37916.0,7676.0
31072.0,1712.0
16665.0,125.0
17098.0,-82.0
16527.0,47.0
16407.0,-483.0
17152.0,-368.0
17342.0,-728.0
18186.0,-234.0
18267.0,437.0
18982.0,1122.0
17855.0,595.0
18828.0,988.0
18128.0,-432.0
19034.0,-296.0
19714.0,-356.0
21541.0,741.0
20538.0,188.0
21178.0,-2.0
21515.0,465.0
21055.0,555.0
21688.0,748.0
21298.0,868.0
20946.0,1086.0
20796.0,666.0
20868.0,618.0
21443.0,493.0
20839.0,459.0
20263.0,-957.0
